,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
4513,SP1,05/01/05,Real Madrid,Sociedad,2,1,Real Madrid
4514,SP1,08/01/05,Numancia,Ath Bilbao,1,1,D
4515,SP1,08/01/05,Sevilla,Getafe,0,0,D
4516,SP1,08/01/05,Valencia,Levante,2,1,Valencia
4517,SP1,09/01/05,Ath Madrid,Real Madrid,0,3,Real Madrid
4518,SP1,09/01/05,Espanol,Osasuna,4,1,Espanol
4519,SP1,09/01/05,Mallorca,La Coruna,2,2,D
4520,SP1,09/01/05,Santander,Malaga,2,1,Santander
4521,SP1,09/01/05,Sociedad,Albacete,0,2,Albacete
4522,SP1,09/01/05,Villarreal,Barcelona,3,0,Villarreal
4523,SP1,09/01/05,Zaragoza,Betis,1,0,Zaragoza
4524,SP1,15/01/05,Getafe,Ath Madrid,1,1,D
4525,SP1,15/01/05,Malaga,Sevilla,1,0,Malaga
4526,SP1,16/01/05,Albacete,Santander,0,0,D
4527,SP1,16/01/05,Ath Bilbao,Espanol,1,1,D
4528,SP1,16/01/05,Barcelona,Sociedad,1,0,Barcelona
4529,SP1,16/01/05,Betis,Mallorca,2,0,Betis
4530,SP1,16/01/05,La Coruna,Numancia,1,1,D
4531,SP1,16/01/05,Levante,Villarreal,2,4,Villarreal
4532,SP1,16/01/05,Osasuna,Valencia,0,0,D
4533,SP1,16/01/05,Real Madrid,Zaragoza,3,1,Real Madrid
4534,SP1,22/01/05,Ath Bilbao,Osasuna,4,3,Ath Bilbao
4535,SP1,22/01/05,Barcelona,Santander,3,0,Barcelona
4536,SP1,23/01/05,Albacete,Sevilla,0,2,Sevilla
4537,SP1,23/01/05,Betis,Numancia,4,0,Betis
4538,SP1,23/01/05,Getafe,Zaragoza,3,0,Getafe
4539,SP1,23/01/05,La Coruna,Espanol,4,1,La Coruna
4540,SP1,23/01/05,Levante,Sociedad,2,1,Levante
4541,SP1,23/01/05,Malaga,Ath Madrid,1,0,Malaga
4542,SP1,23/01/05,Real Madrid,Mallorca,3,1,Real Madrid
4543,SP1,23/01/05,Villarreal,Valencia,3,1,Villarreal
4544,SP1,29/01/05,Ath Madrid,Albacete,3,1,Ath Madrid
4545,SP1,29/01/05,Sevilla,Barcelona,0,4,Barcelona
4546,SP1,30/01/05,Espanol,Betis,2,2,D
4547,SP1,30/01/05,Mallorca,Getafe,3,1,Mallorca
4548,SP1,30/01/05,Numancia,Real Madrid,1,2,Real Madrid
4549,SP1,30/01/05,Osasuna,La Coruna,1,1,D
4550,SP1,30/01/05,Santander,Levante,2,2,D
4551,SP1,30/01/05,Sociedad,Villarreal,0,4,Villarreal
4552,SP1,30/01/05,Valencia,Ath Bilbao,2,2,D
4553,SP1,30/01/05,Zaragoza,Malaga,1,0,Zaragoza
4554,SP1,05/02/05,Real Madrid,Espanol,4,0,Real Madrid
4555,SP1,05/02/05,Sociedad,Valencia,3,3,D
4556,SP1,06/02/05,Albacete,Zaragoza,2,1,Albacete
4557,SP1,06/02/05,Barcelona,Ath Madrid,0,2,Ath Madrid
4558,SP1,06/02/05,Betis,Osasuna,3,1,Betis
4559,SP1,06/02/05,Getafe,Numancia,1,0,Getafe
4560,SP1,06/02/05,La Coruna,Ath Bilbao,1,1,D
4561,SP1,06/02/05,Levante,Sevilla,0,3,Sevilla
4562,SP1,06/02/05,Malaga,Mallorca,0,0,D
4563,SP1,06/02/05,Villarreal,Santander,2,1,Villarreal
4564,SP1,12/02/05,Valencia,La Coruna,1,2,La Coruna
4565,SP1,12/02/05,Zaragoza,Barcelona,1,4,Barcelona
4566,SP1,13/02/05,Ath Bilbao,Betis,4,4,D
4567,SP1,13/02/05,Ath Madrid,Levante,0,0,D
4568,SP1,13/02/05,Espanol,Getafe,2,0,Espanol
4569,SP1,13/02/05,Mallorca,Albacete,2,1,Mallorca
4570,SP1,13/02/05,Numancia,Malaga,0,1,Malaga
4571,SP1,13/02/05,Osasuna,Real Madrid,1,2,Real Madrid
4572,SP1,13/02/05,Santander,Sociedad,1,3,Sociedad
4573,SP1,13/02/05,Sevilla,Villarreal,2,1,Sevilla
4574,SP1,19/02/05,Barcelona,Mallorca,2,0,Barcelona
4575,SP1,19/02/05,Real Madrid,Ath Bilbao,0,2,Ath Bilbao
4576,SP1,19/02/05,Sociedad,Sevilla,1,0,Sociedad
4577,SP1,20/02/05,Albacete,Numancia,1,2,Numancia
4578,SP1,20/02/05,Betis,La Coruna,2,0,Betis
4579,SP1,20/02/05,Getafe,Osasuna,0,0,D
4580,SP1,20/02/05,Levante,Zaragoza,0,0,D
4581,SP1,20/02/05,Malaga,Espanol,3,2,Malaga
4582,SP1,20/02/05,Santander,Valencia,1,0,Santander
4583,SP1,20/02/05,Villarreal,Ath Madrid,3,2,Villarreal
4584,SP1,26/02/05,Espanol,Albacete,2,1,Espanol
4585,SP1,26/02/05,La Coruna,Real Madrid,2,0,La Coruna
4586,SP1,26/02/05,Mallorca,Levante,1,2,Levante
4587,SP1,26/02/05,Numancia,Barcelona,1,1,D
4588,SP1,27/02/05,Ath Madrid,Sociedad,1,0,Ath Madrid
4589,SP1,27/02/05,Osasuna,Malaga,1,6,Malaga
4590,SP1,27/02/05,Sevilla,Santander,2,2,D
4591,SP1,27/02/05,Valencia,Betis,2,1,Valencia
4592,SP1,27/02/05,Zaragoza,Villarreal,1,0,Zaragoza
4593,SP1,01/03/05,Barcelona,Espanol,0,0,D
4594,SP1,02/03/05,Albacete,Osasuna,1,1,D
4595,SP1,02/03/05,Getafe,La Coruna,1,1,D
4596,SP1,02/03/05,Levante,Numancia,1,1,D
4597,SP1,02/03/05,Malaga,Ath Bilbao,1,0,Malaga
4598,SP1,02/03/05,Real Madrid,Betis,3,1,Real Madrid
4599,SP1,02/03/05,Santander,Ath Madrid,2,1,Santander
4600,SP1,02/03/05,Sevilla,Valencia,2,2,D
4601,SP1,02/03/05,Sociedad,Zaragoza,2,1,Sociedad
4602,SP1,02/03/05,Villarreal,Mallorca,2,1,Villarreal
4603,SP1,05/03/05,Ath Madrid,Sevilla,3,0,Ath Madrid
4604,SP1,05/03/05,Osasuna,Barcelona,0,1,Barcelona
4605,SP1,05/03/05,Valencia,Real Madrid,1,1,D
4606,SP1,06/03/05,Ath Bilbao,Albacete,3,1,Ath Bilbao
4607,SP1,06/03/05,Betis,Getafe,2,2,D
4608,SP1,06/03/05,Espanol,Levante,2,1,Espanol
4609,SP1,06/03/05,La Coruna,Malaga,1,0,La Coruna
4610,SP1,06/03/05,Mallorca,Sociedad,3,2,Mallorca
4611,SP1,06/03/05,Numancia,Villarreal,1,1,D
4612,SP1,06/03/05,Zaragoza,Santander,1,0,Zaragoza
4613,SP1,12/03/05,Barcelona,Ath Bilbao,2,0,Barcelona
4614,SP1,12/03/05,Malaga,Betis,1,2,Betis
4615,SP1,13/03/05,Albacete,La Coruna,0,1,La Coruna
4616,SP1,13/03/05,Ath Madrid,Valencia,1,0,Ath Madrid
4617,SP1,13/03/05,Getafe,Real Madrid,2,1,Getafe
4618,SP1,13/03/05,Levante,Osasuna,4,0,Levante
4619,SP1,13/03/05,Santander,Mallorca,3,0,Santander
4620,SP1,13/03/05,Sevilla,Zaragoza,0,1,Zaragoza
4621,SP1,13/03/05,Sociedad,Numancia,2,1,Sociedad
4622,SP1,13/03/05,Villarreal,Espanol,4,1,Villarreal
4623,SP1,16/03/05,Ath Bilbao,Getafe,1,2,Getafe
4624,SP1,19/03/05,Betis,Albacete,2,1,Betis
4625,SP1,19/03/05,Espanol,Sociedad,2,2,D
4626,SP1,19/03/05,La Coruna,Barcelona,0,1,Barcelona
4627,SP1,20/03/05,Ath Bilbao,Levante,3,1,Ath Bilbao
4628,SP1,20/03/05,Mallorca,Sevilla,0,1,Sevilla
4629,SP1,20/03/05,Numancia,Santander,2,3,Santander
4630,SP1,20/03/05,Real Madrid,Malaga,1,0,Real Madrid
4631,SP1,20/03/05,Valencia,Getafe,3,1,Valencia
4632,SP1,20/03/05,Zaragoza,Ath Madrid,0,0,D
4633,SP1,02/04/05,Sociedad,Osasuna,2,0,Sociedad
4634,SP1,02/04/05,Villarreal,Ath Bilbao,3,1,Villarreal
4635,SP1,02/04/05,Zaragoza,Valencia,2,2,D
4636,SP1,03/04/05,Albacete,Real Madrid,1,2,Real Madrid
4637,SP1,03/04/05,Ath Madrid,Mallorca,4,0,Ath Madrid
4638,SP1,03/04/05,Barcelona,Betis,3,3,D
4639,SP1,03/04/05,Levante,La Coruna,0,1,La Coruna
4640,SP1,03/04/05,Malaga,Getafe,1,1,D
4641,SP1,03/04/05,Santander,Espanol,1,3,Espanol
4642,SP1,03/04/05,Sevilla,Numancia,1,0,Sevilla
4643,SP1,09/04/05,Ath Bilbao,Sociedad,3,0,Ath Bilbao
4644,SP1,09/04/05,Numancia,Ath Madrid,1,0,Numancia
4645,SP1,10/04/05,Betis,Levante,2,2,D
4646,SP1,10/04/05,Espanol,Sevilla,1,3,Sevilla
4647,SP1,10/04/05,Getafe,Albacete,1,0,Getafe
4648,SP1,10/04/05,La Coruna,Villarreal,1,1,D
4649,SP1,10/04/05,Mallorca,Zaragoza,0,2,Zaragoza
4650,SP1,10/04/05,Osasuna,Santander,1,0,Osasuna
4651,SP1,10/04/05,Real Madrid,Barcelona,4,2,Real Madrid
4652,SP1,10/04/05,Valencia,Malaga,2,2,D
4653,SP1,16/04/05,Ath Madrid,Espanol,0,0,D
4654,SP1,16/04/05,Sevilla,Osasuna,0,1,Osasuna
4655,SP1,16/04/05,Sociedad,La Coruna,1,0,Sociedad
4656,SP1,17/04/05,Albacete,Malaga,1,2,Malaga
4657,SP1,17/04/05,Barcelona,Getafe,2,0,Barcelona
4658,SP1,17/04/05,Levante,Real Madrid,0,2,Real Madrid
4659,SP1,17/04/05,Mallorca,Valencia,0,0,D
4660,SP1,17/04/05,Santander,Ath Bilbao,0,2,Ath Bilbao
4661,SP1,17/04/05,Villarreal,Betis,0,0,D
4662,SP1,17/04/05,Zaragoza,Numancia,4,1,Zaragoza
4663,SP1,23/04/05,Osasuna,Ath Madrid,1,0,Osasuna
4664,SP1,23/04/05,Real Madrid,Villarreal,2,1,Real Madrid
4665,SP1,24/04/05,Ath Bilbao,Sevilla,1,3,Sevilla
4666,SP1,24/04/05,Betis,Sociedad,2,3,Sociedad
4667,SP1,24/04/05,Espanol,Zaragoza,3,1,Espanol
4668,SP1,24/04/05,Getafe,Levante,1,0,Getafe
4669,SP1,24/04/05,La Coruna,Santander,1,4,Santander
4670,SP1,24/04/05,Malaga,Barcelona,0,4,Barcelona
4671,SP1,24/04/05,Numancia,Mallorca,1,2,Mallorca
4672,SP1,24/04/05,Valencia,Albacete,2,0,Valencia
4673,SP1,28/04/05,Osasuna,Villarreal,3,2,Osasuna
4674,SP1,30/04/05,Ath Madrid,Ath Bilbao,1,1,D
4675,SP1,30/04/05,Numancia,Valencia,1,1,D
4676,SP1,30/04/05,Sociedad,Real Madrid,0,2,Real Madrid
4677,SP1,01/05/05,Barcelona,Albacete,2,0,Barcelona
4678,SP1,01/05/05,Levante,Malaga,0,1,Malaga
4679,SP1,01/05/05,Mallorca,Espanol,3,2,Mallorca
4680,SP1,01/05/05,Santander,Betis,1,1,D
4681,SP1,01/05/05,Sevilla,La Coruna,2,0,Sevilla
4682,SP1,01/05/05,Villarreal,Getafe,4,0,Villarreal
4683,SP1,01/05/05,Zaragoza,Osasuna,5,1,Zaragoza
4684,SP1,07/05/05,Ath Bilbao,Zaragoza,2,0,Ath Bilbao
4685,SP1,07/05/05,Betis,Sevilla,1,0,Betis
4686,SP1,07/05/05,Osasuna,Mallorca,1,1,D
4687,SP1,07/05/05,Real Madrid,Santander,5,0,Real Madrid
4688,SP1,08/05/05,Albacete,Levante,3,1,Albacete
4689,SP1,08/05/05,Espanol,Numancia,3,0,Espanol
4690,SP1,08/05/05,Getafe,Sociedad,2,0,Getafe
4691,SP1,08/05/05,La Coruna,Ath Madrid,2,0,La Coruna
4692,SP1,08/05/05,Malaga,Villarreal,0,2,Villarreal
4693,SP1,08/05/05,Valencia,Barcelona,0,2,Barcelona
4694,SP1,14/05/05,Levante,Barcelona,1,1,D
4695,SP1,14/05/05,Sevilla,Real Madrid,2,2,D
4696,SP1,15/05/05,Ath Madrid,Betis,1,2,Betis
4697,SP1,15/05/05,Espanol,Valencia,2,2,D
4698,SP1,15/05/05,Mallorca,Ath Bilbao,4,3,Mallorca
4699,SP1,15/05/05,Numancia,Osasuna,2,2,D
4700,SP1,15/05/05,Santander,Getafe,2,1,Santander
4701,SP1,15/05/05,Sociedad,Malaga,1,3,Malaga
4702,SP1,15/05/05,Villarreal,Albacete,1,0,Villarreal
4703,SP1,15/05/05,Zaragoza,La Coruna,2,2,D
4704,SP1,21/05/05,Betis,Zaragoza,3,2,Betis
4705,SP1,21/05/05,Real Madrid,Ath Madrid,0,0,D
4706,SP1,22/05/05,Albacete,Sociedad,2,2,D
4707,SP1,22/05/05,Ath Bilbao,Numancia,0,2,Numancia
4708,SP1,22/05/05,Barcelona,Villarreal,3,3,D
4709,SP1,22/05/05,Getafe,Sevilla,0,0,D
4710,SP1,22/05/05,La Coruna,Mallorca,0,3,Mallorca
4711,SP1,22/05/05,Levante,Valencia,0,0,D
4712,SP1,22/05/05,Malaga,Santander,2,0,Malaga
4713,SP1,22/05/05,Osasuna,Espanol,1,1,D
4714,SP1,29/05/05,Ath Madrid,Getafe,2,2,D
4715,SP1,29/05/05,Espanol,Ath Bilbao,2,0,Espanol
4716,SP1,29/05/05,Mallorca,Betis,1,1,D
4717,SP1,29/05/05,Numancia,La Coruna,1,1,D
4718,SP1,29/05/05,Santander,Albacete,1,0,Santander
4719,SP1,29/05/05,Sevilla,Malaga,0,2,Malaga
4720,SP1,29/05/05,Sociedad,Barcelona,0,0,D
4721,SP1,29/05/05,Valencia,Osasuna,1,0,Valencia
4722,SP1,29/05/05,Villarreal,Levante,4,1,Villarreal
4723,SP1,29/05/05,Zaragoza,Real Madrid,1,3,Real Madrid
4724,SP1,27/08/05,Alaves,Barcelona,0,0,D
4725,SP1,27/08/05,Ath Bilbao,Sociedad,3,0,Ath Bilbao
4726,SP1,27/08/05,Valencia,Betis,1,0,Valencia
4727,SP1,28/08/05,Ath Madrid,Zaragoza,0,0,D
4728,SP1,28/08/05,Cadiz,Real Madrid,1,2,Real Madrid
4729,SP1,28/08/05,Celta,Malaga,2,0,Celta
4730,SP1,28/08/05,Espanol,Getafe,0,2,Getafe
4731,SP1,28/08/05,Mallorca,La Coruna,0,1,La Coruna
4732,SP1,28/08/05,Osasuna,Villarreal,2,1,Osasuna
4733,SP1,28/08/05,Sevilla,Santander,1,0,Sevilla
4734,SP1,10/09/05,Betis,Osasuna,1,0,Betis
4735,SP1,10/09/05,La Coruna,Ath Madrid,1,0,La Coruna
4736,SP1,10/09/05,Real Madrid,Celta,2,3,Celta
4737,SP1,11/09/05,Barcelona,Mallorca,2,0,Barcelona
4738,SP1,11/09/05,Getafe,Ath Bilbao,1,1,D
4739,SP1,11/09/05,Malaga,Espanol,1,2,Espanol
4740,SP1,11/09/05,Santander,Cadiz,0,1,Cadiz
4741,SP1,11/09/05,Sociedad,Alaves,2,1,Sociedad
4742,SP1,11/09/05,Villarreal,Sevilla,1,1,D
4743,SP1,11/09/05,Zaragoza,Valencia,2,2,D
4744,SP1,17/09/05,Mallorca,Sociedad,5,2,Mallorca
4745,SP1,17/09/05,Valencia,La Coruna,2,2,D
4746,SP1,18/09/05,Alaves,Getafe,3,4,Getafe
4747,SP1,18/09/05,Ath Bilbao,Malaga,1,2,Malaga
4748,SP1,18/09/05,Ath Madrid,Barcelona,2,1,Ath Madrid
4749,SP1,18/09/05,Betis,Zaragoza,0,0,D
4750,SP1,18/09/05,Cadiz,Villarreal,1,1,D
4751,SP1,18/09/05,Celta,Santander,0,1,Santander
4752,SP1,18/09/05,Espanol,Real Madrid,1,0,Espanol
4753,SP1,18/09/05,Osasuna,Sevilla,1,0,Osasuna
4754,SP1,21/09/05,Barcelona,Valencia,2,2,D
4755,SP1,21/09/05,Getafe,Mallorca,1,1,D
4756,SP1,21/09/05,La Coruna,Betis,1,1,D
4757,SP1,21/09/05,Malaga,Alaves,0,0,D
4758,SP1,21/09/05,Santander,Espanol,1,0,Santander
4759,SP1,21/09/05,Sevilla,Cadiz,0,0,D
4760,SP1,21/09/05,Sociedad,Ath Madrid,3,2,Sociedad
4761,SP1,21/09/05,Villarreal,Celta,1,2,Celta
4762,SP1,21/09/05,Zaragoza,Osasuna,3,1,Zaragoza
4763,SP1,22/09/05,Real Madrid,Ath Bilbao,3,1,Real Madrid
4764,SP1,24/09/05,Ath Madrid,Getafe,0,1,Getafe
4765,SP1,24/09/05,Betis,Barcelona,1,4,Barcelona
4766,SP1,24/09/05,Espanol,Villarreal,1,2,Villarreal
4767,SP1,24/09/05,Valencia,Sociedad,2,1,Valencia
4768,SP1,24/09/05,Zaragoza,La Coruna,1,1,D
4769,SP1,25/09/05,Alaves,Real Madrid,0,3,Real Madrid
4770,SP1,25/09/05,Ath Bilbao,Santander,0,0,D
4771,SP1,25/09/05,Celta,Sevilla,2,1,Celta
4772,SP1,25/09/05,Mallorca,Malaga,1,4,Malaga
4773,SP1,25/09/05,Osasuna,Cadiz,2,0,Osasuna
4774,SP1,01/10/05,Barcelona,Zaragoza,2,2,D
4775,SP1,01/10/05,Getafe,Valencia,2,1,Getafe
4776,SP1,02/10/05,Cadiz,Celta,1,1,D
4777,SP1,02/10/05,La Coruna,Osasuna,0,1,Osasuna
4778,SP1,02/10/05,Malaga,Ath Madrid,0,2,Ath Madrid
4779,SP1,02/10/05,Real Madrid,Mallorca,4,0,Real Madrid
4780,SP1,02/10/05,Santander,Alaves,1,2,Alaves
4781,SP1,02/10/05,Sevilla,Espanol,1,1,D
4782,SP1,02/10/05,Sociedad,Betis,1,1,D
4783,SP1,02/10/05,Villarreal,Ath Bilbao,3,1,Villarreal
4784,SP1,15/10/05,Alaves,Villarreal,1,1,D
4785,SP1,15/10/05,Ath Madrid,Real Madrid,0,3,Real Madrid
4786,SP1,15/10/05,La Coruna,Barcelona,3,3,D
4787,SP1,16/10/05,Ath Bilbao,Sevilla,0,1,Sevilla
4788,SP1,16/10/05,Betis,Getafe,1,0,Betis
4789,SP1,16/10/05,Espanol,Cadiz,0,2,Cadiz
4790,SP1,16/10/05,Mallorca,Santander,0,0,D
4791,SP1,16/10/05,Osasuna,Celta,2,0,Osasuna
4792,SP1,16/10/05,Valencia,Malaga,2,1,Valencia
4793,SP1,16/10/05,Zaragoza,Sociedad,0,1,Sociedad
4794,SP1,22/10/05,Barcelona,Osasuna,3,0,Barcelona
4795,SP1,22/10/05,Sevilla,Alaves,2,0,Sevilla
4796,SP1,23/10/05,Cadiz,Ath Bilbao,1,0,Cadiz
4797,SP1,23/10/05,Celta,Espanol,1,0,Celta
4798,SP1,23/10/05,Getafe,Zaragoza,5,2,Getafe
4799,SP1,23/10/05,Malaga,Betis,5,0,Malaga
4800,SP1,23/10/05,Real Madrid,Valencia,1,2,Valencia
4801,SP1,23/10/05,Santander,Ath Madrid,0,1,Ath Madrid
4802,SP1,23/10/05,Sociedad,La Coruna,2,0,Sociedad
4803,SP1,23/10/05,Villarreal,Mallorca,3,0,Villarreal
4804,SP1,26/10/05,Barcelona,Malaga,2,0,Barcelona
4805,SP1,26/10/05,Betis,Villarreal,2,3,Villarreal
4806,SP1,26/10/05,La Coruna,Real Madrid,3,1,La Coruna
4807,SP1,26/10/05,Mallorca,Celta,1,0,Mallorca
4808,SP1,26/10/05,Osasuna,Ath Bilbao,3,2,Osasuna
4809,SP1,27/10/05,Alaves,Espanol,1,1,D
4810,SP1,27/10/05,Ath Madrid,Cadiz,3,0,Ath Madrid
4811,SP1,27/10/05,Sociedad,Getafe,3,0,Sociedad
4812,SP1,27/10/05,Valencia,Sevilla,0,2,Sevilla
4813,SP1,27/10/05,Zaragoza,Santander,1,1,D
4814,SP1,29/10/05,Ath Bilbao,Celta,1,1,D
4815,SP1,29/10/05,Betis,Real Madrid,0,2,Real Madrid
4816,SP1,30/10/05,Alaves,Cadiz,0,0,D
4817,SP1,30/10/05,Ath Madrid,Villarreal,1,1,D
4818,SP1,30/10/05,Barcelona,Sociedad,5,0,Barcelona
4819,SP1,30/10/05,La Coruna,Getafe,1,0,La Coruna
4820,SP1,30/10/05,Mallorca,Sevilla,1,1,D
4821,SP1,30/10/05,Osasuna,Espanol,2,0,Osasuna
4822,SP1,30/10/05,Valencia,Santander,1,1,D
4823,SP1,30/10/05,Zaragoza,Malaga,1,1,D
4824,SP1,05/11/05,Espanol,Ath Bilbao,1,1,D
4825,SP1,05/11/05,Sociedad,Osasuna,1,2,Osasuna
4826,SP1,05/11/05,Villarreal,Valencia,1,0,Villarreal
4827,SP1,06/11/05,Cadiz,Mallorca,1,2,Mallorca
4828,SP1,06/11/05,Celta,Alaves,2,1,Celta
4829,SP1,06/11/05,Getafe,Barcelona,1,3,Barcelona
4830,SP1,06/11/05,Malaga,La Coruna,1,1,D
4831,SP1,06/11/05,Real Madrid,Zaragoza,1,0,Real Madrid
4832,SP1,06/11/05,Santander,Betis,1,1,D
4833,SP1,06/11/05,Sevilla,Ath Madrid,0,0,D
4834,SP1,19/11/05,Getafe,Osasuna,0,0,D
4835,SP1,19/11/05,Real Madrid,Barcelona,0,3,Barcelona
4836,SP1,19/11/05,Sevilla,Betis,1,0,Sevilla
4837,SP1,19/11/05,Villarreal,Zaragoza,0,0,D
4838,SP1,20/11/05,Ath Bilbao,Alaves,0,2,Alaves
4839,SP1,20/11/05,Cadiz,Valencia,0,1,Valencia
4840,SP1,20/11/05,Celta,Ath Madrid,2,1,Celta
4841,SP1,20/11/05,Espanol,Mallorca,2,0,Espanol
4842,SP1,20/11/05,Malaga,Sociedad,3,1,Malaga
4843,SP1,20/11/05,Santander,La Coruna,0,3,La Coruna
4844,SP1,26/11/05,Mallorca,Ath Bilbao,0,1,Ath Bilbao
4845,SP1,26/11/05,Valencia,Celta,2,0,Valencia
4846,SP1,27/11/05,Ath Madrid,Espanol,1,1,D
4847,SP1,27/11/05,Barcelona,Santander,4,1,Barcelona
4848,SP1,27/11/05,Betis,Cadiz,1,1,D
4849,SP1,27/11/05,Getafe,Malaga,3,2,Getafe
4850,SP1,27/11/05,La Coruna,Villarreal,0,2,Villarreal
4851,SP1,27/11/05,Osasuna,Alaves,3,2,Osasuna
4852,SP1,27/11/05,Sociedad,Real Madrid,2,2,D
4853,SP1,27/11/05,Zaragoza,Sevilla,0,2,Sevilla
4854,SP1,03/12/05,Ath Bilbao,Ath Madrid,1,1,D
4855,SP1,03/12/05,Celta,Betis,2,1,Celta
4856,SP1,03/12/05,Real Madrid,Getafe,1,0,Real Madrid
4857,SP1,04/12/05,Alaves,Mallorca,0,3,Mallorca
4858,SP1,04/12/05,Cadiz,Zaragoza,1,2,Zaragoza
4859,SP1,04/12/05,Espanol,Valencia,1,3,Valencia
4860,SP1,04/12/05,Malaga,Osasuna,1,2,Osasuna
4861,SP1,04/12/05,Santander,Sociedad,2,2,D
4862,SP1,04/12/05,Sevilla,La Coruna,0,2,La Coruna
4863,SP1,04/12/05,Villarreal,Barcelona,0,2,Barcelona
4864,SP1,10/12/05,Sociedad,Villarreal,1,3,Villarreal
4865,SP1,10/12/05,Valencia,Ath Bilbao,1,1,D
4866,SP1,11/12/05,Ath Madrid,Alaves,1,1,D
4867,SP1,11/12/05,Barcelona,Sevilla,2,1,Barcelona
4868,SP1,11/12/05,Betis,Espanol,0,0,D
4869,SP1,11/12/05,Getafe,Santander,1,2,Santander
4870,SP1,11/12/05,La Coruna,Cadiz,1,0,La Coruna
4871,SP1,11/12/05,Malaga,Real Madrid,0,2,Real Madrid
4872,SP1,11/12/05,Osasuna,Mallorca,1,0,Osasuna
4873,SP1,11/12/05,Zaragoza,Celta,1,0,Zaragoza
4874,SP1,17/12/05,Ath Bilbao,Betis,2,0,Ath Bilbao
4875,SP1,17/12/05,Cadiz,Barcelona,1,3,Barcelona
4876,SP1,17/12/05,Celta,La Coruna,0,3,La Coruna
4877,SP1,18/12/05,Alaves,Valencia,0,1,Valencia
4878,SP1,18/12/05,Espanol,Zaragoza,2,2,D
4879,SP1,18/12/05,Mallorca,Ath Madrid,2,2,D
4880,SP1,18/12/05,Real Madrid,Osasuna,1,1,D
4881,SP1,18/12/05,Santander,Malaga,1,1,D
4882,SP1,18/12/05,Sevilla,Sociedad,3,2,Sevilla
4883,SP1,18/12/05,Villarreal,Getafe,2,1,Villarreal
4884,SP1,20/12/05,Barcelona,Celta,2,0,Barcelona
4885,SP1,21/12/05,Betis,Alaves,3,0,Betis
4886,SP1,21/12/05,Getafe,Sevilla,1,0,Getafe
4887,SP1,21/12/05,La Coruna,Espanol,1,2,Espanol
4888,SP1,21/12/05,Malaga,Villarreal,0,0,D
4889,SP1,21/12/05,Real Madrid,Santander,1,2,Santander
4890,SP1,21/12/05,Sociedad,Cadiz,2,0,Sociedad
4891,SP1,21/12/05,Valencia,Mallorca,3,0,Valencia
4892,SP1,21/12/05,Zaragoza,Ath Bilbao,3,2,Zaragoza
4893,SP1,22/12/05,Osasuna,Ath Madrid,2,1,Osasuna
4894,SP1,07/01/06,Ath Bilbao,La Coruna,1,2,La Coruna
4895,SP1,07/01/06,Espanol,Barcelona,1,2,Barcelona
4896,SP1,08/01/06,Alaves,Zaragoza,0,2,Zaragoza
4897,SP1,08/01/06,Ath Madrid,Valencia,0,0,D
4898,SP1,08/01/06,Cadiz,Getafe,1,0,Cadiz
4899,SP1,08/01/06,Celta,Sociedad,1,0,Celta
4900,SP1,08/01/06,Mallorca,Betis,1,1,D
4901,SP1,08/01/06,Osasuna,Santander,1,1,D
4902,SP1,08/01/06,Sevilla,Malaga,3,1,Sevilla
4903,SP1,08/01/06,Villarreal,Real Madrid,0,0,D
4904,SP1,14/01/06,Betis,Ath Madrid,1,0,Betis
4905,SP1,14/01/06,Valencia,Osasuna,2,0,Valencia
4906,SP1,15/01/06,Barcelona,Ath Bilbao,2,1,Barcelona
4907,SP1,15/01/06,Getafe,Celta,1,1,D
4908,SP1,15/01/06,La Coruna,Alaves,0,2,Alaves
4909,SP1,15/01/06,Malaga,Cadiz,0,2,Cadiz
4910,SP1,15/01/06,Real Madrid,Sevilla,4,2,Real Madrid
4911,SP1,15/01/06,Santander,Villarreal,1,0,Santander
4912,SP1,15/01/06,Sociedad,Espanol,0,1,Espanol
4913,SP1,15/01/06,Zaragoza,Mallorca,3,1,Zaragoza
4914,SP1,21/01/06,Real Madrid,Cadiz,3,1,Real Madrid
4915,SP1,21/01/06,Zaragoza,Ath Madrid,0,2,Ath Madrid
4916,SP1,22/01/06,Barcelona,Alaves,2,0,Barcelona
4917,SP1,22/01/06,Betis,Valencia,0,2,Valencia
4918,SP1,22/01/06,Getafe,Espanol,5,0,Getafe
4919,SP1,22/01/06,La Coruna,Mallorca,2,2,D
4920,SP1,22/01/06,Malaga,Celta,0,2,Celta
4921,SP1,22/01/06,Santander,Sevilla,2,3,Sevilla
4922,SP1,22/01/06,Sociedad,Ath Bilbao,3,3,D
4923,SP1,22/01/06,Villarreal,Osasuna,2,1,Villarreal
4924,SP1,28/01/06,Ath Bilbao,Getafe,1,0,Ath Bilbao
4925,SP1,28/01/06,Ath Madrid,La Coruna,3,2,Ath Madrid
4926,SP1,28/01/06,Cadiz,Santander,1,1,D
4927,SP1,29/01/06,Alaves,Sociedad,3,1,Alaves
4928,SP1,29/01/06,Celta,Real Madrid,1,2,Real Madrid
4929,SP1,29/01/06,Espanol,Malaga,3,1,Espanol
4930,SP1,29/01/06,Mallorca,Barcelona,0,3,Barcelona
4931,SP1,29/01/06,Osasuna,Betis,0,2,Betis
